Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,iT_Sepi_28B01,iT_Shom_28A10,Scap_29E04_ad,Scap_2C01_ad,Scap_2C12_adm,Scap_58D05_ad,Scap_6C02_adm,Scap_6C05_adm,Scap_9C11_adm,Scap_DM01A05_,Scap_DM12A11_,Scap_DM16A07_,Scap_DM18D08_,Scap_DM21F09_,Scap_DM21G11,Scap_DM21G12_,Scap_DM23E01_,Scap_DM23E05_,Scap_DM28A07_,Scap_DM34E02_,Scap_DM3F02_a,Scap_LM7D7_a,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
group_1401,,APC family permease,22,32,1.4545454545454546,1,1928,NA,NA,NA,396,1830,1164.5625,iT_Sepi_28B01_00932;iT_Sepi_28B01_00933,iT_Shom_28A10_01665;iT_Shom_28A10_01666,Scap_29E04_ad_00587;Scap_29E04_ad_00586,Scap_2C01_ad_00450;Scap_2C01_ad_00449,Scap_2C12_adm_02386,Scap_58D05_ad_00264;Scap_58D05_ad_00265,Scap_6C02_adm_01487;Scap_6C02_adm_01488,Scap_6C05_adm_00428;Scap_6C05_adm_00429,Scap_9C11_adm_00983,Scap_DM01A05__01082,Scap_DM12A11__00886,Scap_DM16A07__00422,Scap_DM18D08__01490,Scap_DM21F09__01512;Scap_DM21F09__01511,Scap_DM21G11_00518,Scap_DM21G12__01344,Scap_DM23E01__00428;Scap_DM23E01__00429,Scap_DM23E05__00955,Scap_DM28A07__01456,Scap_DM34E02__00991,Scap_DM3F02_a_01177;Scap_DM3F02_a_01178,Scap_LM7D7_a_00462,525378.HMPREF0793_0532,0,1130,"COG0531@1|root,COG0531@2|Bacteria,1TQE1@1239|Firmicutes,4HAZH@91061|Bacilli,4GY5V@90964|Staphylococcaceae",91061|Bacilli,E,Amino acid permease,ydaO,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015807,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902475,GO:1903825,GO:1905039",-,-,-,-,-,-,-,-,-,-,AA_permease_2
group_1400,,hypothetical protein,22,22,1,1,1927,NA,NA,NA,270,354,281.45454545454544,iT_Sepi_28B01_01518,iT_Shom_28A10_01506,Scap_29E04_ad_00014,Scap_2C01_ad_02280,Scap_2C12_adm_01550,Scap_58D05_ad_00840,Scap_6C02_adm_00909,Scap_6C05_adm_01460,Scap_9C11_adm_01619,Scap_DM01A05__01646,Scap_DM12A11__01830,Scap_DM16A07__02421,Scap_DM18D08__01749,Scap_DM21F09__01954,Scap_DM21G11_02290,Scap_DM21G12__01917,Scap_DM23E01__01670,Scap_DM23E05__01577,Scap_DM28A07__02007,Scap_DM34E02__01408,Scap_DM3F02_a_01753,Scap_LM7D7_a_02281,435838.HMPREF0786_01810,7.82e-57,177,"29IBU@1|root,30590@2|Bacteria,1TXWP@1239|Firmicutes,4I6Z9@91061|Bacilli,4GZK9@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gtfB_2~~~gtfB_1,gtfB_2;gtfB_1,accessory Sec system glycosylation chaperone GtfB,22,22,1,1,1926,NA,NA,NA,1338,1338,1338,iT_Sepi_28B01_01199,iT_Shom_28A10_01794,Scap_29E04_ad_00289,Scap_2C01_ad_00155,Scap_2C12_adm_00938,Scap_58D05_ad_00563,Scap_6C02_adm_01189,Scap_6C05_adm_00132,Scap_9C11_adm_00710,Scap_DM01A05__01348,Scap_DM12A11__01150,Scap_DM16A07__00128,Scap_DM18D08__01227,Scap_DM21F09__00973,Scap_DM21G11_00254,Scap_DM21G12__00236,Scap_DM23E01__00132,Scap_DM23E05__01248,Scap_DM28A07__01721,Scap_DM34E02__00728,Scap_DM3F02_a_01475,Scap_LM7D7_a_00191,435838.HMPREF0786_01487,0,898,"COG0438@1|root,COG0438@2|Bacteria,1TQZR@1239|Firmicutes,4HBEH@91061|Bacilli,4GXXC@90964|Staphylococcaceae",91061|Bacilli,M,A stabilizing protein that is part of the accessory SecA2 SecY2 system specifically required to export serine-rich repeat cell wall proteins usually encoded upstream in the same operon. Stabilizes the glycosylation activity of Gtf1,gtf2,-,-,-,-,-,-,-,-,-,-,-,-
group_1399,,teichoic acid transporter,22,22,1,1,1925,NA,NA,NA,894,894,894,iT_Sepi_28B01_02155,iT_Shom_28A10_01953,Scap_29E04_ad_01940,Scap_2C01_ad_00919,Scap_2C12_adm_01839,Scap_58D05_ad_02036,Scap_6C02_adm_01926,Scap_6C05_adm_02160,Scap_9C11_adm_01892,Scap_DM01A05__02031,Scap_DM12A11__02179,Scap_DM16A07__01942,Scap_DM18D08__02027,Scap_DM21F09__01827,Scap_DM21G11_00989,Scap_DM21G12__02131,Scap_DM23E01__02033,Scap_DM23E05__01863,Scap_DM28A07__02029,Scap_DM34E02__01961,Scap_DM3F02_a_02031,Scap_LM7D7_a_00936,435838.HMPREF0786_02074,1.63e-202,561,"COG1682@1|root,COG1682@2|Bacteria,1VMKR@1239|Firmicutes,4HSTW@91061|Bacilli,4GY3Z@90964|Staphylococcaceae",91061|Bacilli,GM,"COG1682 ABC-type polysaccharide polyol phosphate export systems, permease component",-,-,-,ko:K09692,"ko02010,map02010",M00251,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.104,-,-,-
group_1397,,TetR/AcrR family transcriptional regulator,22,22,1,1,1923,NA,NA,NA,552,552,552,iT_Sepi_28B01_01036,iT_Shom_28A10_01771,Scap_29E04_ad_00476,Scap_2C01_ad_00338,Scap_2C12_adm_00776,Scap_58D05_ad_00376,Scap_6C02_adm_01375,Scap_6C05_adm_00318,Scap_9C11_adm_00880,Scap_DM01A05__01185,Scap_DM12A11__00989,Scap_DM16A07__00314,Scap_DM18D08__01387,Scap_DM21F09__01161,Scap_DM21G11_00415,Scap_DM21G12__00076,Scap_DM23E01__00318,Scap_DM23E05__01063,Scap_DM28A07__01559,Scap_DM34E02__00888,Scap_DM3F02_a_01288,Scap_LM7D7_a_00359,435838.HMPREF0786_01307,4.81e-127,361,"COG1309@1|root,COG1309@2|Bacteria,1V9W6@1239|Firmicutes,4HIJI@91061|Bacilli,4GYYB@90964|Staphylococcaceae",91061|Bacilli,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
group_1396,,bifunctional metallophosphatase/5'-nucleotidase,22,22,1,1,1922,NA,NA,NA,1536,1536,1536,iT_Sepi_28B01_02176,iT_Shom_28A10_01224,Scap_29E04_ad_00271,Scap_2C01_ad_00136,Scap_2C12_adm_01712,Scap_58D05_ad_00581,Scap_6C02_adm_01172,Scap_6C05_adm_00113,Scap_9C11_adm_00695,Scap_DM01A05__01367,Scap_DM12A11__01166,Scap_DM16A07__00111,Scap_DM18D08__02256,Scap_DM21F09__00955,Scap_DM21G11_00235,Scap_DM21G12__00251,Scap_DM23E01__00114,Scap_DM23E05__01267,Scap_DM28A07__01740,Scap_DM34E02__02176,Scap_DM3F02_a_01493,Scap_LM7D7_a_00176,435838.HMPREF0786_01509,0,1035,"COG0737@1|root,COG0737@2|Bacteria,1TPV2@1239|Firmicutes,4HB9S@91061|Bacilli,4GXSM@90964|Staphylococcaceae",91061|Bacilli,F,Belongs to the 5'-nucleotidase family,ycjM,-,"3.1.3.5,3.1.3.6,3.1.4.16","ko:K01119,ko:K08693","ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R00183,R00511,R00963,R01126,R01227,R01562,R01569,R01664,R01877,R01968,R02088,R02102,R02148,R02370,R02719,R03537,R03538,R03929,R05135","RC00017,RC00078,RC00296","ko00000,ko00001,ko01000",-,-,-,"5_nucleotid_C,Metallophos"
group_1395,,hypothetical protein,22,22,1,1,1921,NA,NA,NA,465,465,465,iT_Sepi_28B01_00956,iT_Shom_28A10_01690,Scap_29E04_ad_00563,Scap_2C01_ad_00426,Scap_2C12_adm_00695,Scap_58D05_ad_00288,Scap_6C02_adm_01464,Scap_6C05_adm_00405,Scap_9C11_adm_00959,Scap_DM01A05__01105,Scap_DM12A11__00909,Scap_DM16A07__00399,Scap_DM18D08__01467,Scap_DM21F09__01535,Scap_DM21G11_00495,Scap_DM21G12__01368,Scap_DM23E01__00405,Scap_DM23E05__00978,Scap_DM28A07__01479,Scap_DM34E02__00968,Scap_DM3F02_a_01201,Scap_LM7D7_a_00438,435838.HMPREF0786_01224,4.65e-95,278,"COG4808@1|root,COG4808@2|Bacteria,1VBZ9@1239|Firmicutes,4HM0M@91061|Bacilli,4GZ6B@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF1307),-,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF1307
group_1394,,hypothetical protein,22,22,1,1,1920,NA,NA,NA,102,102,102,iT_Sepi_28B01_01141,iT_Shom_28A10_01851,Scap_29E04_ad_00363,Scap_2C01_ad_00226,Scap_2C12_adm_00881,Scap_58D05_ad_00489,Scap_6C02_adm_01264,Scap_6C05_adm_00205,Scap_9C11_adm_00775,Scap_DM01A05__01291,Scap_DM12A11__01093,Scap_DM16A07__00200,Scap_DM18D08__01284,Scap_DM21F09__01047,Scap_DM21G11_00311,Scap_DM21G12__00179,Scap_DM23E01__00205,Scap_DM23E05__01174,Scap_DM28A07__01664,Scap_DM34E02__00785,Scap_DM3F02_a_01401,Scap_LM7D7_a_00255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_1393,,hypothetical protein,22,22,1,1,1919,NA,NA,NA,522,522,522,iT_Sepi_28B01_02028,iT_Shom_28A10_02256,Scap_29E04_ad_02231,Scap_2C01_ad_00752,Scap_2C12_adm_02014,Scap_58D05_ad_02195,Scap_6C02_adm_02179,Scap_6C05_adm_02323,Scap_9C11_adm_02072,Scap_DM01A05__02212,Scap_DM12A11__02248,Scap_DM16A07__02059,Scap_DM18D08__02188,Scap_DM21F09__02116,Scap_DM21G11_00825,Scap_DM21G12__02061,Scap_DM23E01__02284,Scap_DM23E05__02115,Scap_DM28A07__02171,Scap_DM34E02__02011,Scap_DM3F02_a_02209,Scap_LM7D7_a_00765,435838.HMPREF0786_02341,1.23e-106,309,"2F868@1|root,340JJ@2|Bacteria,1VP7A@1239|Firmicutes,4HJZ4@91061|Bacilli,4GXZC@90964|Staphylococcaceae",91061|Bacilli,S,Domain of unknown function (DUF2529),-,-,-,-,-,-,-,-,-,-,-,-,DUF2529
group_1392,,glycosyltransferase family 4 protein,22,22,1,1,1918,NA,NA,NA,1146,1146,1146,iT_Sepi_28B01_01794,iT_Shom_28A10_01594,Scap_29E04_ad_00658,Scap_2C01_ad_00522,Scap_2C12_adm_01139,Scap_58D05_ad_00192,Scap_6C02_adm_01559,Scap_6C05_adm_00502,Scap_9C11_adm_01053,Scap_DM01A05__01011,Scap_DM12A11__00814,Scap_DM16A07__00494,Scap_DM18D08__01825,Scap_DM21F09__01439,Scap_DM21G11_00590,Scap_DM21G12__01273,Scap_DM23E01__00503,Scap_DM23E05__00884,Scap_DM28A07__01386,Scap_DM34E02__01191,Scap_DM3F02_a_01106,Scap_LM7D7_a_00532,435838.HMPREF0786_01129,1.66e-267,733,"COG0438@1|root,COG0438@2|Bacteria,1V20W@1239|Firmicutes,4HP1Q@91061|Bacilli,4GYGS@90964|Staphylococcaceae",91061|Bacilli,M,Glycosyl transferases group 1,-,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_1
group_1390,,carboxylesterase family protein,22,22,1,1,1916,NA,NA,NA,1353,1353,1353,iT_Sepi_28B01_00949,iT_Shom_28A10_01682,Scap_29E04_ad_00570,Scap_2C01_ad_00433,Scap_2C12_adm_00688,Scap_58D05_ad_00281,Scap_6C02_adm_01471,Scap_6C05_adm_00412,Scap_9C11_adm_00967,Scap_DM01A05__01098,Scap_DM12A11__00902,Scap_DM16A07__00406,Scap_DM18D08__01474,Scap_DM21F09__01528,Scap_DM21G11_00502,Scap_DM21G12__01360,Scap_DM23E01__00412,Scap_DM23E05__00971,Scap_DM28A07__01472,Scap_DM34E02__00975,Scap_DM3F02_a_01194,Scap_LM7D7_a_00446,435838.HMPREF0786_01217,0,898,"COG2272@1|root,COG2272@2|Bacteria,1UXY5@1239|Firmicutes,4HCKV@91061|Bacilli,4GXZZ@90964|Staphylococcaceae",91061|Bacilli,I,Belongs to the type-B carboxylesterase lipase family,pnbA,"GO:0003674,GO:0003824,GO:0004104,GO:0016787,GO:0016788,GO:0052689",-,ko:K03929,-,-,-,-,"ko00000,ko01000",-,CE10,-,COesterase
group_1389,,YdeI/OmpD-associated family protein,22,22,1,1,1915,NA,NA,NA,522,600,585.5454545454545,iT_Sepi_28B01_00947,iT_Shom_28A10_01680,Scap_29E04_ad_00572,Scap_2C01_ad_00435,Scap_2C12_adm_00686,Scap_58D05_ad_00279,Scap_6C02_adm_01473,Scap_6C05_adm_00414,Scap_9C11_adm_00969,Scap_DM01A05__01096,Scap_DM12A11__00900,Scap_DM16A07__00408,Scap_DM18D08__01476,Scap_DM21F09__01526,Scap_DM21G11_00504,Scap_DM21G12__01358,Scap_DM23E01__00414,Scap_DM23E05__00969,Scap_DM28A07__01470,Scap_DM34E02__00977,Scap_DM3F02_a_01192,Scap_LM7D7_a_00448,435838.HMPREF0786_01215,1.47e-138,392,"COG4430@1|root,COG4430@2|Bacteria,1UYP9@1239|Firmicutes,4HDZD@91061|Bacilli,4GXQV@90964|Staphylococcaceae",91061|Bacilli,S,"Bacteriocin-protection, YdeI or OmpD-Associated",ydeI,-,-,-,-,-,-,-,-,-,-,-,"DUF1801,OmdA"
group_1388,,cysteine desulfurase,22,22,1,1,1914,NA,NA,NA,1140,1140,1140,iT_Sepi_28B01_00141,iT_Shom_28A10_00971,Scap_29E04_ad_01625,Scap_2C01_ad_01069,Scap_2C12_adm_01491,Scap_58D05_ad_01308,Scap_6C02_adm_00141,Scap_6C05_adm_02011,Scap_9C11_adm_01471,Scap_DM01A05__00139,Scap_DM12A11__01334,Scap_DM16A07__01301,Scap_DM18D08__00974,Scap_DM21F09__00777,Scap_DM21G11_01141,Scap_DM21G12__00513,Scap_DM23E01__01221,Scap_DM23E05__00655,Scap_DM28A07__00140,Scap_DM34E02__00585,Scap_DM3F02_a_00774,Scap_LM7D7_a_01087,435838.HMPREF0786_00777,1.33e-256,705,"COG1104@1|root,COG1104@2|Bacteria,1TP21@1239|Firmicutes,4HAEE@91061|Bacilli,4GWWH@90964|Staphylococcaceae",91061|Bacilli,E,COG1104 Cysteine sulfinate desulfinase cysteine desulfurase and related enzymes,iscS2,"GO:0003674,GO:0003824,GO:0005488,GO:0016740,GO:0016782,GO:0016783,GO:0031071,GO:0043167,GO:0043169,GO:0046872,GO:0048037,GO:0051536,GO:0051540",2.8.1.7,ko:K04487,"ko00730,ko01100,ko04122,map00730,map01100,map04122",-,"R07460,R11528,R11529","RC01789,RC02313","ko00000,ko00001,ko01000,ko02048,ko03016,ko03029",-,-,-,Aminotran_5
tatC,tatC,twin-arginine translocase subunit TatC,22,22,1,1,1913,NA,NA,NA,666,780,728.1818181818181,iT_Sepi_28B01_01787,iT_Shom_28A10_01601,Scap_29E04_ad_00651,Scap_2C01_ad_00515,Scap_2C12_adm_01146,Scap_58D05_ad_00199,Scap_6C02_adm_01552,Scap_6C05_adm_00495,Scap_9C11_adm_01046,Scap_DM01A05__01018,Scap_DM12A11__00821,Scap_DM16A07__00487,Scap_DM18D08__01818,Scap_DM21F09__01446,Scap_DM21G11_00583,Scap_DM21G12__01280,Scap_DM23E01__00496,Scap_DM23E05__00891,Scap_DM28A07__01393,Scap_DM34E02__01198,Scap_DM3F02_a_01113,Scap_LM7D7_a_00525,435838.HMPREF0786_01136,4.21e-134,383,"COG0805@1|root,COG0805@2|Bacteria,1TTBA@1239|Firmicutes,4HAE9@91061|Bacilli,4GY6S@90964|Staphylococcaceae",91061|Bacilli,U,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes,tatC,-,-,ko:K03118,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,TatC
group_1387,,M20 family metallopeptidase,22,22,1,1,1912,NA,NA,NA,1176,1176,1176,iT_Sepi_28B01_01104,iT_Shom_28A10_01887,Scap_29E04_ad_00403,Scap_2C01_ad_00265,Scap_2C12_adm_00845,Scap_58D05_ad_00449,Scap_6C02_adm_01303,Scap_6C05_adm_00245,Scap_9C11_adm_00812,Scap_DM01A05__01255,Scap_DM12A11__01057,Scap_DM16A07__00239,Scap_DM18D08__01320,Scap_DM21F09__01088,Scap_DM21G11_00347,Scap_DM21G12__00143,Scap_DM23E01__00244,Scap_DM23E05__01135,Scap_DM28A07__01627,Scap_DM34E02__00821,Scap_DM3F02_a_01361,Scap_LM7D7_a_00291,435838.HMPREF0786_01381,1.93e-287,784,"COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,4H9WQ@91061|Bacilli,4GX83@90964|Staphylococcaceae",91061|Bacilli,E,Metal-dependent amidase aminoacylase carboxypeptidase,amd,-,-,-,-,-,-,-,-,-,-,-,"M20_dimer,Peptidase_M20"
group_1385,,ACT domain-containing protein,22,22,1,1,1910,NA,NA,NA,165,234,202.63636363636363,iT_Sepi_28B01_02211,iT_Shom_28A10_02074,Scap_29E04_ad_02055,Scap_2C01_ad_00823,Scap_2C12_adm_01947,Scap_58D05_ad_01940,Scap_6C02_adm_02021,Scap_6C05_adm_02255,Scap_9C11_adm_01789,Scap_DM01A05__02260,Scap_DM12A11__02059,Scap_DM16A07__02317,Scap_DM18D08__02121,Scap_DM21F09__01723,Scap_DM21G11_00894,Scap_DM21G12__02247,Scap_DM23E01__02128,Scap_DM23E05__01959,Scap_DM28A07__02123,Scap_DM34E02__02313,Scap_DM3F02_a_01928,Scap_LM7D7_a_00833,525378.HMPREF0793_0151,1.46e-37,127,"COG0440@1|root,COG0440@2|Bacteria,1TY09@1239|Firmicutes,4I735@91061|Bacilli,4GZW5@90964|Staphylococcaceae",91061|Bacilli,E,acetolactate synthase activity,-,-,2.2.1.6,ko:K01653,"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R00006,R00014,R00226,R03050,R04672,R04673,R08648","RC00027,RC00106,RC01192,RC02744,RC02893","ko00000,ko00001,ko00002,ko01000",-,-,-,ACT_4
cysI,cysI,assimilatory sulfite reductase (NADPH) hemoprotein subunit,22,22,1,1,1909,NA,NA,NA,1593,1719,1690.3636363636363,iT_Sepi_28B01_01121,iT_Shom_28A10_01871,Scap_29E04_ad_00386,Scap_2C01_ad_00249,Scap_2C12_adm_00861,Scap_58D05_ad_00465,Scap_6C02_adm_01287,Scap_6C05_adm_00228,Scap_9C11_adm_00796,Scap_DM01A05__01271,Scap_DM12A11__01073,Scap_DM16A07__00223,Scap_DM18D08__01304,Scap_DM21F09__01071,Scap_DM21G11_00331,Scap_DM21G12__00159,Scap_DM23E01__00228,Scap_DM23E05__01151,Scap_DM28A07__01644,Scap_DM34E02__00805,Scap_DM3F02_a_01378,Scap_LM7D7_a_00275,525378.HMPREF0793_0736,0,1103,"COG0155@1|root,COG0155@2|Bacteria,1TS58@1239|Firmicutes,4HBEX@91061|Bacilli,4GXCM@90964|Staphylococcaceae",91061|Bacilli,H,Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate,cysI,"GO:0000096,GO:0000097,GO:0000166,GO:0003674,GO:0003824,GO:0004783,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009337,GO:0009403,GO:0009404,GO:0009987,GO:0016002,GO:0016053,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016673,GO:0017144,GO:0019344,GO:0019419,GO:0019748,GO:0019752,GO:0020037,GO:0032991,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0046394,GO:0046872,GO:0046906,GO:0048037,GO:0050311,GO:0050661,GO:0050662,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0070813,GO:0070814,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","1.8.1.2,1.8.7.1","ko:K00381,ko:K00392","ko00920,ko01100,ko01120,map00920,map01100,map01120",M00176,"R00858,R00859,R03600",RC00065,"ko00000,ko00001,ko00002,ko01000",-,-,-,"NIR_SIR,NIR_SIR_ferr"
group_1384,,antibiotic biosynthesis monooxygenase,22,22,1,1,1908,NA,NA,NA,93,291,282,iT_Sepi_28B01_00976,iT_Shom_28A10_01710,Scap_29E04_ad_00541,Scap_2C01_ad_00404,Scap_2C12_adm_00716,Scap_58D05_ad_00310,Scap_6C02_adm_01442,Scap_6C05_adm_00383,Scap_9C11_adm_00938,Scap_DM01A05__01125,Scap_DM12A11__00929,Scap_DM16A07__00377,Scap_DM18D08__01447,Scap_DM21F09__01226,Scap_DM21G11_00475,Scap_DM21G12__00016,Scap_DM23E01__00383,Scap_DM23E05__00999,Scap_DM28A07__01499,Scap_DM34E02__00948,Scap_DM3F02_a_01223,Scap_LM7D7_a_00417,435838.HMPREF0786_01246,1.49e-59,184,"COG1359@1|root,COG1359@2|Bacteria,1VKMN@1239|Firmicutes,4HSG2@91061|Bacilli,4GZR9@90964|Staphylococcaceae",91061|Bacilli,S,Antibiotic biosynthesis monooxygenase,-,-,-,-,-,-,-,-,-,-,-,-,ABM
group_1383,,hypothetical protein,22,22,1,1,1907,NA,NA,NA,414,414,414,iT_Sepi_28B01_00974,iT_Shom_28A10_01708,Scap_29E04_ad_00543,Scap_2C01_ad_00406,Scap_2C12_adm_00714,Scap_58D05_ad_00308,Scap_6C02_adm_01444,Scap_6C05_adm_00385,Scap_9C11_adm_00940,Scap_DM01A05__01123,Scap_DM12A11__00927,Scap_DM16A07__00379,Scap_DM18D08__01449,Scap_DM21F09__01228,Scap_DM21G11_00477,Scap_DM21G12__00014,Scap_DM23E01__00385,Scap_DM23E05__00997,Scap_DM28A07__01497,Scap_DM34E02__00950,Scap_DM3F02_a_01221,Scap_LM7D7_a_00419,435838.HMPREF0786_01244,5.95e-92,269,"COG4876@1|root,COG4876@2|Bacteria,1V84Q@1239|Firmicutes,4HJAF@91061|Bacilli,4GZ75@90964|Staphylococcaceae",91061|Bacilli,S,Uncharacterized protein conserved in bacteria (DUF2188),-,-,-,-,-,-,-,-,-,-,-,-,DUF2188
group_1382,,PTS mannitol transporter subunit IICB,22,22,1,1,1906,NA,NA,NA,1458,1569,1563.9545454545455,iT_Sepi_28B01_02002,iT_Shom_28A10_02282,Scap_29E04_ad_02257,Scap_2C01_ad_00726,Scap_2C12_adm_02041,Scap_58D05_ad_02169,Scap_6C02_adm_02153,Scap_6C05_adm_02349,Scap_9C11_adm_02045,Scap_DM01A05__02238,Scap_DM12A11__02274,Scap_DM16A07__02033,Scap_DM18D08__02214,Scap_DM21F09__02090,Scap_DM21G11_00799,Scap_DM21G12__02035,Scap_DM23E01__02258,Scap_DM23E05__02089,Scap_DM28A07__02145,Scap_DM34E02__01985,Scap_DM3F02_a_02235,Scap_LM7D7_a_00738,435838.HMPREF0786_02367,0,962,"COG2213@1|root,COG2213@2|Bacteria,1TPE3@1239|Firmicutes,4HAVV@91061|Bacilli,4GYH7@90964|Staphylococcaceae",91061|Bacilli,G,PTS system mannitol-specific,mtlA,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0008982,GO:0009401,GO:0009987,GO:0015144,GO:0015166,GO:0015318,GO:0015575,GO:0015791,GO:0015797,GO:0015850,GO:0016020,GO:0016021,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0022872,GO:0031224,GO:0034219,GO:0044237,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:1901618",2.7.1.197,"ko:K02799,ko:K02800","ko00051,ko02060,map00051,map02060",M00274,R02704,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.5",-,-,"PTS_EIIC,PTS_IIB"
group_1381,,UV damage endonuclease UvsE,22,22,1,1,1905,NA,NA,NA,369,384,370.3636363636364,iT_Sepi_28B01_01773,iT_Shom_28A10_01615,Scap_29E04_ad_00637,Scap_2C01_ad_00500,Scap_2C12_adm_01160,Scap_58D05_ad_00213,Scap_6C02_adm_01538,Scap_6C05_adm_00480,Scap_9C11_adm_01032,Scap_DM01A05__01032,Scap_DM12A11__00835,Scap_DM16A07__00472,Scap_DM18D08__01804,Scap_DM21F09__01460,Scap_DM21G11_00568,Scap_DM21G12__01294,Scap_DM23E01__00480,Scap_DM23E05__00905,Scap_DM28A07__01407,Scap_DM34E02__01212,Scap_DM3F02_a_01127,Scap_LM7D7_a_00511,435838.HMPREF0786_01151,1.89e-80,239,"COG3272@1|root,COG3272@2|Bacteria,1VGGK@1239|Firmicutes,4HP7S@91061|Bacilli,4GZNA@90964|Staphylococcaceae",91061|Bacilli,S,Protein of unknown function (DUF1722),-,-,-,-,-,-,-,-,-,-,-,-,DUF1722
