## Fri Jan 13 16:09:18 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cn1ljiia/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign denovo --num_servers 2 --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ribD	435838.HMPREF0786_00830	7.98e-252	691.0	COG0117@1|root,COG1985@1|root,COG0117@2|Bacteria,COG1985@2|Bacteria,1TP4F@1239|Firmicutes,4HBNA@91061|Bacilli,4GXI8@90964|Staphylococcaceae	91061|Bacilli	H	Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate	ribD	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006725,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008703,GO:0008835,GO:0009058,GO:0009110,GO:0009231,GO:0009451,GO:0009987,GO:0016070,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016810,GO:0016814,GO:0017144,GO:0018130,GO:0019239,GO:0034641,GO:0036094,GO:0042364,GO:0042726,GO:0042727,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0046914,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.1.1.193,3.5.4.26	ko:K11752	ko00740,ko01100,ko01110,ko02024,map00740,map01100,map01110,map02024	M00125	R03458,R03459	RC00204,RC00933	ko00000,ko00001,ko00002,ko01000	-	-	-	RibD_C,dCMP_cyt_deam_1
ribE	435838.HMPREF0786_00829	1.98e-142	402.0	COG0307@1|root,COG0307@2|Bacteria,1V1EP@1239|Firmicutes,4HC7B@91061|Bacilli,4GY2N@90964|Staphylococcaceae	91061|Bacilli	H	riboflavin synthase alpha	ribE	GO:0003674,GO:0003824,GO:0004746,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.9	ko:K00793	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00066	RC00958,RC00960	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS08950,iYO844.BSU23270	Lum_binding
ribB	435838.HMPREF0786_00828	6.47e-287	783.0	COG0108@1|root,COG0807@1|root,COG0108@2|Bacteria,COG0807@2|Bacteria,1TPH9@1239|Firmicutes,4H9PW@91061|Bacilli,4GXFT@90964|Staphylococcaceae	91061|Bacilli	H	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate	ribBA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003935,GO:0005488,GO:0005525,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0008686,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0016829,GO:0016830,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0042726,GO:0042727,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	3.5.4.25,4.1.99.12	ko:K14652	ko00740,ko00790,ko01100,ko01110,map00740,map00790,map01100,map01110	M00125,M00840	R00425,R07281	RC00293,RC01792,RC01815,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS08945	DHBP_synthase,GTP_cyclohydro2
group_883	435838.HMPREF0786_00827	4.52e-101	293.0	COG0054@1|root,COG0054@2|Bacteria,1V1DA@1239|Firmicutes,4HFRA@91061|Bacilli,4GYQE@90964|Staphylococcaceae	91061|Bacilli	H	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin	ribH	GO:0000906,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009349,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0032991,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990234	2.5.1.78	ko:K00794	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R04457	RC00960	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS08940	DMRL_synthase
group_357	435838.HMPREF0786_00826	4.02e-237	652.0	COG0506@1|root,COG0506@2|Bacteria,1TQV3@1239|Firmicutes,4HAC1@91061|Bacilli,4GX9B@90964|Staphylococcaceae	91061|Bacilli	E	Proline dehydrogenase	putA	-	-	ko:K00318	ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130	-	R10507	RC00083	ko00000,ko00001,ko01000	-	-	-	Pro_dh
group_509	435838.HMPREF0786_00825	5.27e-197	546.0	COG2267@1|root,COG2267@2|Bacteria,1UZ5S@1239|Firmicutes,4HEHP@91061|Bacilli,4GXN7@90964|Staphylococcaceae	91061|Bacilli	I	Lysophospholipase	ytpA	GO:0003674,GO:0003824,GO:0005575,GO:0006629,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016020,GO:0016298,GO:0016787,GO:0016788,GO:0016999,GO:0017000,GO:0017144,GO:0044237,GO:0044238,GO:0044249,GO:0052689,GO:0071704	3.1.1.5	ko:K01048	ko00564,map00564	-	-	-	ko00000,ko00001,ko01000	-	-	-	Hydrolase_4
group_760	435838.HMPREF0786_00823	2.11e-132	375.0	COG0275@1|root,COG0275@2|Bacteria,1UHPG@1239|Firmicutes,4IS5B@91061|Bacilli,4GYY7@90964|Staphylococcaceae	91061|Bacilli	M	Putative rRNA methylase	ytqB	-	-	-	-	-	-	-	-	-	-	-	rRNA_methylase
group_402	435838.HMPREF0786_00822	2.16e-242	664.0	COG1242@1|root,COG1242@2|Bacteria,1TQ57@1239|Firmicutes,4H9N8@91061|Bacilli,4GY0Z@90964|Staphylococcaceae	91061|Bacilli	S	radical SAM protein	ytqA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540	-	ko:K07139	-	-	-	-	ko00000	-	-	-	Radical_SAM,Radical_SAM_C
group_232	435838.HMPREF0786_00821	5.31e-284	777.0	COG0477@1|root,COG2814@2|Bacteria,1TPJ6@1239|Firmicutes,4HAGJ@91061|Bacilli,4GWYB@90964|Staphylococcaceae	91061|Bacilli	EGP	of the major facilitator superfamily	yttB	GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	MFS_1
leuS	435838.HMPREF0786_00820	0.0	1645.0	COG0495@1|root,COG0495@2|Bacteria,1TP0Y@1239|Firmicutes,4HAG1@91061|Bacilli,4GXMQ@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the class-I aminoacyl-tRNA synthetase family	leuS	GO:0000166,GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0106074,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1
group_1080	435838.HMPREF0786_00819	4.26e-69	208.0	COG0607@1|root,COG0607@2|Bacteria,1VES3@1239|Firmicutes,4HNRE@91061|Bacilli,4GZEB@90964|Staphylococcaceae	91061|Bacilli	P	Rhodanese Homology Domain	ytwF	GO:0003674,GO:0003824,GO:0016740	-	-	-	-	-	-	-	-	-	-	Rhodanese
group_207	435838.HMPREF0786_00816	1.91e-299	817.0	COG2081@1|root,COG2081@2|Bacteria,1TQ6E@1239|Firmicutes,4HAAT@91061|Bacilli,4GXZB@90964|Staphylococcaceae	91061|Bacilli	S	HI0933-like protein	ytfP	-	-	ko:K07007	-	-	-	-	ko00000	-	-	-	HI0933_like
group_80	435838.HMPREF0786_00815	0.0	1039.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,4H9RY@91061|Bacilli,4GXVB@90964|Staphylococcaceae	91061|Bacilli	S	Polysaccharide biosynthesis protein	ytgP	GO:0000270,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0022603,GO:0022604,GO:0030203,GO:0031224,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044425,GO:0044464,GO:0045229,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	ko:K03328	-	-	-	-	ko00000	2.A.66.2	-	-	Polysacc_synt,Polysacc_synt_C
group_632	435838.HMPREF0786_00814	3.53e-159	446.0	COG1187@1|root,COG1187@2|Bacteria,1TQZ2@1239|Firmicutes,4H9VU@91061|Bacilli,4GY6X@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the pseudouridine synthase RsuA family	rsuA	-	5.4.99.19	ko:K06183	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PseudoU_synth_2,S4
group_918	435838.HMPREF0786_00813	2.19e-80	240.0	2EP3X@1|root,33GQN@2|Bacteria,1VNZ1@1239|Firmicutes,4HRW4@91061|Bacilli,4GZ8V@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pepV	525378.HMPREF0793_2483	0.0	903.0	COG0624@1|root,COG0624@2|Bacteria,1TPEG@1239|Firmicutes,4HC14@91061|Bacilli,4GX61@90964|Staphylococcaceae	91061|Bacilli	E	Dipeptidase	ytjP	GO:0003674,GO:0003824,GO:0005488,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0008270,GO:0016787,GO:0016805,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	Peptidase_M20
group_535	435838.HMPREF0786_00810	1.15e-192	534.0	COG0510@1|root,COG0510@2|Bacteria,1UMFY@1239|Firmicutes,4HBF9@91061|Bacilli,4GWWU@90964|Staphylococcaceae	91061|Bacilli	M	choline kinase involved in LPS biosynthesis	ytmP	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	-	-	-	-	-	-	-	-	-	APH
trmB	435838.HMPREF0786_00809	5.72e-157	439.0	COG0220@1|root,COG0220@2|Bacteria,1TQCA@1239|Firmicutes,4HC08@91061|Bacilli,4GY5Z@90964|Staphylococcaceae	91061|Bacilli	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234	2.1.1.33	ko:K03439	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_4
group_512	435838.HMPREF0786_00808	2.54e-208	574.0	COG0491@1|root,COG0491@2|Bacteria,1TRED@1239|Firmicutes,4HAP2@91061|Bacilli,4GXSC@90964|Staphylococcaceae	91061|Bacilli	S	Metallo-beta-lactamase superfamily protein	ytnP	GO:0003674,GO:0003824,GO:0005488,GO:0016787,GO:0043167,GO:0043169,GO:0046872	-	-	-	-	-	-	-	-	-	-	Lactamase_B
group_741	435838.HMPREF0786_00803	2.25e-137	389.0	COG0073@1|root,COG0073@2|Bacteria,1V3R1@1239|Firmicutes,4HHBI@91061|Bacilli,4GX8J@90964|Staphylococcaceae	91061|Bacilli	J	Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily	ytpR	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902494	-	ko:K06878	-	-	-	-	ko00000	-	-	-	DUF4479,tRNA_bind
murC	435838.HMPREF0786_00801	0.0	877.0	COG0773@1|root,COG0773@2|Bacteria,1TQ5H@1239|Firmicutes,4HAR4@91061|Bacilli,4GWXU@90964|Staphylococcaceae	91061|Bacilli	M	Belongs to the MurCDEF family	murC	GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008360,GO:0008763,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0022603,GO:0022604,GO:0030203,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0035639,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045229,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
group_804	435838.HMPREF0786_00800	1.4e-42	147.0	COG4768@1|root,COG4768@2|Bacteria,1VAXN@1239|Firmicutes,4HM93@91061|Bacilli,4GX7H@90964|Staphylococcaceae	91061|Bacilli	S	protein containing a divergent version of the methyl-accepting chemotaxis-like domain	ytxG	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	DUF948
group_296	435838.HMPREF0786_00798	1.46e-261	716.0	COG2876@1|root,COG2876@2|Bacteria,1TP61@1239|Firmicutes,4HB03@91061|Bacilli,4GY4J@90964|Staphylococcaceae	91061|Bacilli	E	chorismate mutase	aroF	-	2.5.1.54,5.4.99.5	ko:K03856,ko:K13853	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022,M00024,M00025	R01715,R01826	RC00435,RC03116	ko00000,ko00001,ko00002,ko01000	-	-	-	CM_2,DAHP_synth_1
ccpA	435838.HMPREF0786_00797	7.12e-229	631.0	COG1609@1|root,COG1609@2|Bacteria,1TQ7K@1239|Firmicutes,4H9NG@91061|Bacilli,4GXKH@90964|Staphylococcaceae	91061|Bacilli	K	Catabolite control protein A	ccpA	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
group_706	435838.HMPREF0786_00795	1.3e-151	426.0	COG0454@1|root,COG0454@2|Bacteria,1TSEY@1239|Firmicutes,4HA1V@91061|Bacilli,4GX65@90964|Staphylococcaceae	91061|Bacilli	K	Part of the acuABC operon, which is possibly involved in the breakdown of acetoin and butanediol. Acts as an acetyltransferase inactivating acetyl-CoA synthetase AcsA via acetylation at a Lys residue	acuA	GO:0001101,GO:0003674,GO:0003824,GO:0006066,GO:0006355,GO:0006950,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009056,GO:0009267,GO:0009605,GO:0009653,GO:0009847,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010034,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016407,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019152,GO:0019219,GO:0019222,GO:0019751,GO:0030154,GO:0030435,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032502,GO:0033554,GO:0034077,GO:0034078,GO:0034311,GO:0034313,GO:0042149,GO:0042180,GO:0042182,GO:0042221,GO:0042594,GO:0042844,GO:0042846,GO:0043894,GO:0043934,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0045013,GO:0045014,GO:0045149,GO:0045150,GO:0045892,GO:0045934,GO:0045990,GO:0046015,GO:0046164,GO:0046174,GO:0046677,GO:0048519,GO:0048523,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0055114,GO:0060255,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071311,GO:0071496,GO:0071704,GO:0080090,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1901701,GO:1902652,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K04766	-	-	-	-	ko00000,ko01000	-	-	-	Acetyltransf_1
group_79	435838.HMPREF0786_00793	0.0	1092.0	COG2759@1|root,COG2759@2|Bacteria,1TP6N@1239|Firmicutes,4HA2X@91061|Bacilli,4GXNF@90964|Staphylococcaceae	91061|Bacilli	F	Belongs to the formate--tetrahydrofolate ligase family	fhs	GO:0000166,GO:0003674,GO:0003824,GO:0004329,GO:0004477,GO:0004488,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006144,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009112,GO:0009113,GO:0009256,GO:0009257,GO:0009396,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0016874,GO:0016879,GO:0017076,GO:0018130,GO:0019238,GO:0019438,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0035999,GO:0036094,GO:0042398,GO:0042440,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046112,GO:0046148,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
group_443	435838.HMPREF0786_00792	1.84e-207	575.0	COG0744@1|root,COG0744@2|Bacteria,1TPM5@1239|Firmicutes,4H9SA@91061|Bacilli,4GY3I@90964|Staphylococcaceae	91061|Bacilli	M	penicillin-binding protein	pbp1B	-	2.4.1.129	ko:K03693,ko:K12551	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	Transgly
group_206	435838.HMPREF0786_00791	4.06e-306	834.0	COG0162@1|root,COG0162@2|Bacteria,1TPGN@1239|Firmicutes,4H9YV@91061|Bacilli,4GX15@90964|Staphylococcaceae	91061|Bacilli	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004831,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006437,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
